Word Order	Other Properties	Subject Position	Object Position	Sentence					Subj preceds obj	Is ambiguous	Not amb, subj before obj	Not amb, obj before subj		Satzl�nge	Is pp/aux	
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Traumhochzeiten erzürnen eine Gemeinde .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Gemeinde erzürnen die Traumhochzeiten .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb erzürnen die Traumhochzeiten eine Gemeinde .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb erzürnen eine Gemeinde die Traumhochzeiten .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Erzürnen die Traumhochzeiten eine Gemeinde ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Erzürnen eine Gemeinde die Traumhochzeiten ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Traumhochzeiten eine Gemeinde erzürnen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Gemeinde die Traumhochzeiten erzürnen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Kunstwerke faszinieren ein Dorf .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Ein Dorf faszinieren die Kunstwerke .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb faszinieren die Kunstwerke ein Dorf .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb faszinieren ein Dorf die Kunstwerke .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Faszinieren die Kunstwerke ein Dorf ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Faszinieren ein Dorf die Kunstwerke ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Kunstwerke ein Dorf faszinieren .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil ein Dorf die Kunstwerke faszinieren .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Lösungen berühren ein Büro .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Ein Büro berühren die Lösungen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb berühren die Lösungen ein Büro .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb berühren ein Büro die Lösungen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Berühren die Lösungen ein Büro ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Berühren ein Büro die Lösungen ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Lösungen ein Büro berühren .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil ein Büro die Lösungen berühren .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Zeitschriften ängstigen eine Praxis .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Praxis ängstigen die Zeitschriften .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb ängstigen die Zeitschriften eine Praxis .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb ängstigen eine Praxis die Zeitschriften .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Ängstigen die Zeitschriften eine Praxis ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Ängstigen eine Praxis die Zeitschriften ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Zeitschriften eine Praxis ängstigen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Praxis die Zeitschriften ängstigen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Der Bart erstaunt einen Salon .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Einen Salon erstaunt der Bart .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb erstaunt der Bart einen Salon .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb erstaunt einen Salon der Bart .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Erstaunt der Bart einen Salon ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Erstaunt einen Salon der Bart ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil der Bart einen Salon erstaunt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil einen Salon der Bart erstaunt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Der Kaffee erfreut eine Redaktion .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Redaktion erfreut der Kaffee .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb erfreut der Kaffee eine Redaktion .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb erfreut eine Redaktion der Kaffee .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Erfreut der Kaffee eine Redaktion ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Erfreut eine Redaktion der Kaffee ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil der Kaffee eine Redaktion erfreut .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Redaktion der Kaffee erfreut .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Der Roman frustriert ein Seminar .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Ein Seminar frustriert der Roman .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb frustriert der Roman ein Seminar .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb frustriert ein Seminar der Roman .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Frustriert der Roman ein Seminar ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Frustriert ein Seminar der Roman ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil der Roman ein Seminar frustriert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil ein Seminar der Roman frustriert .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Reden erbosen ein Landratsamt .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Ein Landratsamt erbosen die Reden .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb erbosen die Reden ein Landratsamt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb erbosen ein Landratsamt die Reden .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Erbosen die Reden ein Landratsamt ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Erbosen ein Landratsamt die Reden ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Reden ein Landratsamt erbosen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil ein Landratsamt die Reden erbosen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Grundgehälter beschämen eine Schule .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Schule beschämen die Grundgehälter .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb beschämen die Grundgehälter eine Schule .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb beschämen eine Schule die Grundgehälter .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Beschämen die Grundgehälter eine Schule ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Beschämen eine Schule die Grundgehälter ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Grundgehälter eine Schule beschämen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Schule die Grundgehälter beschämen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Der Bauzaun reut eine Werkstatt .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Werkstatt reut der Bauzaun .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb reut der Bauzaun eine Werkstatt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb reut eine Werkstatt der Bauzaun .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Reut der Bauzaun eine Werkstatt ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Reut eine Werkstatt der Bauzaun ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil der Bauzaun eine Werkstatt reut .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Werkstatt der Bauzaun reut .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Touren amüsieren eine Universität .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Eine Universität amüsieren die Touren .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb amüsieren die Touren eine Universität .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb amüsieren eine Universität die Touren .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Amüsieren die Touren eine Universität ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Amüsieren eine Universität die Touren ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Touren eine Universität amüsieren .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil eine Universität die Touren amüsieren .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sinst-psy	2	5	Die Bauausführung belustigt einen Konzern .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sinst-psy	5	2	Einen Konzern belustigt die Bauausführung .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sinst-psy	4	6	Deshalb belustigt die Bauausführung einen Konzern .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sinst-psy	6	4	Deshalb belustigt einen Konzern die Bauausführung .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sinst-psy	3	5	Belustigt die Bauausführung einen Konzern ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sinst-psy	5	3	Belustigt einen Konzern die Bauausführung ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sinst-psy	3	5	Weil die Bauausführung einen Konzern belustigt .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sinst-psy	5	3	Weil einen Konzern die Bauausführung belustigt .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Der Angriff fesselt Daimler .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Daimler fesselt der Angriff .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb fesselt der Angriff Daimler .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb fesselt Daimler der Angriff .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Fesselt der Angriff Daimler ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Fesselt Daimler der Angriff ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil der Angriff Daimler fesselt .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Daimler der Angriff fesselt .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Doppelleben langweilen Siemens .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Siemens langweilen die Doppelleben .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb langweilen die Doppelleben Siemens .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb langweilen Siemens die Doppelleben .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Langweilen die Doppelleben Siemens ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Langweilen Siemens die Doppelleben ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil die Doppelleben Siemens langweilen .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Siemens die Doppelleben langweilen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Traumhochzeiten erzürnen Harry .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Harry erzürnen die Traumhochzeiten .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb erzürnen die Traumhochzeiten Harry .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb erzürnen Harry die Traumhochzeiten .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Erzürnen die Traumhochzeiten Harry ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Erzürnen Harry die Traumhochzeiten ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil die Traumhochzeiten Harry erzürnen .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Harry die Traumhochzeiten erzürnen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Kunstwerke faszinieren Balazs .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Balazs faszinieren die Kunstwerke .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb faszinieren die Kunstwerke Balazs .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb faszinieren Balazs die Kunstwerke .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Faszinieren die Kunstwerke Balazs ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Faszinieren Balazs die Kunstwerke ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil die Kunstwerke Balazs faszinieren .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Balazs die Kunstwerke faszinieren .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Lösungen berühren Clooney .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Clooney berühren die Lösungen .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb berühren die Lösungen Clooney .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb berühren Clooney die Lösungen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Berühren die Lösungen Clooney ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Berühren Clooney die Lösungen ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil die Lösungen Clooney berühren .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Clooney die Lösungen berühren .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	5	Die Zeitschriften ängstigen Bertolt Brecht .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sname-psy	5	2	Bertolt Brecht ängstigen die Zeitschriften .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sname-psy	4	6	Deshalb ängstigen die Zeitschriften Bertolt Brecht .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sname-psy	6	4	Deshalb ängstigen Bertolt Brecht die Zeitschriften .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sname-psy	3	5	Ängstigen die Zeitschriften Bertolt Brecht ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sname-psy	5	3	Ängstigen Bertolt Brecht die Zeitschriften ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sname-psy	3	5	Weil die Zeitschriften Bertolt Brecht ängstigen .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sname-psy	5	3	Weil Bertolt Brecht die Zeitschriften ängstigen .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Der Bart erstaunt Gillette .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Gillette erstaunt der Bart .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb erstaunt der Bart Gillette .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb erstaunt Gillette der Bart .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Erstaunt der Bart Gillette ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Erstaunt Gillette der Bart ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil der Bart Gillette erstaunt .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Gillette der Bart erstaunt .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Der Kaffee erfreut RTL .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	RTL erfreut der Kaffee .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb erfreut der Kaffee RTL .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb erfreut RTL der Kaffee .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Erfreut der Kaffee RTL ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Erfreut RTL der Kaffee ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil der Kaffee RTL erfreut .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil RTL der Kaffee erfreut .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	5	Der Roman frustriert Günter Jauch .					WAHR	FALSCH	WAHR	FALSCH		5	0	3
VF[O]LK[V]MF[S]	sname-psy	5	2	Günter Jauch frustriert der Roman .					FALSCH	FALSCH	FALSCH	WAHR		5	0	3
LK[V]MF[SO]	sname-psy	4	6	Deshalb frustriert der Roman Günter Jauch .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
LK[V]MF[OS]	sname-psy	6	4	Deshalb frustriert Günter Jauch der Roman .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
LK[V]MF[SO]Q	sname-psy	3	5	Frustriert der Roman Günter Jauch ?					WAHR	FALSCH	WAHR	FALSCH		5	0	2
LK[V]MF[OS]Q	sname-psy	5	3	Frustriert Günter Jauch der Roman ?					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
MF[SO]VC[V]	sname-psy	3	5	Weil der Roman Günter Jauch frustriert .					WAHR	FALSCH	WAHR	FALSCH		6	0	2
MF[OS]VC[V]	sname-psy	5	3	Weil Günter Jauch der Roman frustriert .					FALSCH	FALSCH	FALSCH	WAHR		6	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Reden erbosen Merkel .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Merkel erbosen die Reden .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb erbosen die Reden Merkel .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb erbosen Merkel die Reden .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Erbosen die Reden Merkel ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Erbosen Merkel die Reden ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil die Reden Merkel erbosen .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Merkel die Reden erbosen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Aufnahmen begeistern Degas .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Degas begeistern die Aufnahmen .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb begeistern die Aufnahmen Degas .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb begeistern Degas die Aufnahmen .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Begeistern die Aufnahmen Degas ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Begeistern Degas die Aufnahmen ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
MF[SO]VC[V]	sname-psy	3	4	Weil die Aufnahmen Degas begeistern .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
MF[OS]VC[V]	sname-psy	4	2	Weil Degas die Aufnahmen begeistern .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
VF[S]LK[V]MF[O]	sname-psy	2	4	Die Grundgehälter beschämen Vietnam .					WAHR	FALSCH	WAHR	FALSCH		4	0	2
VF[O]LK[V]MF[S]	sname-psy	4	1	Vietnam beschämen die Grundgehälter .					FALSCH	FALSCH	FALSCH	WAHR		4	0	3
LK[V]MF[SO]	sname-psy	4	5	Deshalb beschämen die Grundgehälter Vietnam .					WAHR	FALSCH	WAHR	FALSCH		5	0	1
LK[V]MF[OS]	sname-psy	5	3	Deshalb beschämen Vietnam die Grundgehälter .					FALSCH	FALSCH	FALSCH	WAHR		5	0	2
LK[V]MF[SO]Q	sname-psy	3	4	Beschämen die Grundgehälter Vietnam ?					WAHR	FALSCH	WAHR	FALSCH		4	0	1
LK[V]MF[OS]Q	sname-psy	4	2	Beschämen Vietnam die Grundgehälter ?					FALSCH	FALSCH	FALSCH	WAHR		4	0	2
