Word Order	Other Properties	Subject Position	Object Position	Sentence										Satzl�nge	Is pp/aux	Subj-obj distance			
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Tour erringt die Sportlerin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb erringt die Sportlerin eine Tour .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Erringt die Sportlerin eine Tour ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Sportlerin eine Tour erringt .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	base-syn	2	5	Die Handwerkerin bestreitet eine Bauausführung .					WAHR					5	0	3			
VF[O]LK[V]MF[S]	base-syn	5	2	Eine Bauausführung bestreitet die Handwerkerin .					FALSCH					5	0	3			
LK[V]MF[SO]	base-syn	4	6	Deshalb bestreitet die Handwerkerin eine Bauausführung .					WAHR					6	0	2			
LK[V]MF[SO]Q	base-syn	3	5	Bestreitet die Handwerkerin eine Bauausführung ?					WAHR					5	0	2			
MF[SO]VC[V]	base-syn	3	5	Weil die Handwerkerin eine Bauausführung bestreitet .					WAHR					6	0	2			
VF[S]LK[V]MF[O]	aux-syn	2	4	Die Generäle werden Angriffe beginnen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-syn	4	1	Angriffe werden die Generäle beginnen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-syn	4	5	Deshalb werden die Generäle Angriffe beginnen .					WAHR					6	1	1			
LK[V]MF[SO]Q	aux-syn	3	4	Werden die Generäle Angriffe beginnen ?					WAHR					5	1	1			
MF[SO]VC[V]	aux-syn	3	4	Weil die Generäle Angriffe beginnen werden .					WAHR					6	1	1			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Partnerin wird ein Doppelleben führen .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Ein Doppelleben wird die Partnerin führen .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Partnerin ein Doppelleben führen .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Partnerin ein Doppelleben führen ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Partnerin ein Doppelleben führen wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Journalistin wird eine Aufnahme überspielen .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Eine Aufnahme wird die Journalistin überspielen .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Journalistin eine Aufnahme überspielen .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Journalistin eine Aufnahme überspielen ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Journalistin eine Aufnahme überspielen wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Freundin wird eine Traumhochzeit inszenieren .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Eine Traumhochzeit wird die Freundin inszenieren .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Freundin eine Traumhochzeit inszenieren .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Freundin eine Traumhochzeit inszenieren ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Freundin eine Traumhochzeit inszenieren wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Passantin wird ein Kunstwerk beschmeißen .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Ein Kunstwerk wird die Passantin beschmeißen .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Passantin ein Kunstwerk beschmeißen .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Passantin ein Kunstwerk beschmeißen ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Passantin ein Kunstwerk beschmeißen wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	5	Das Kind wird eine Lösung erraten .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Eine Lösung wird das Kind erraten .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird das Kind eine Lösung erraten .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird das Kind eine Lösung erraten ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil das Kind eine Lösung erraten wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	4	Die Leser werden Zeitschriften bestellen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-syn	4	1	Zeitschriften werden die Leser bestellen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-syn	4	5	Deshalb werden die Leser Zeitschriften bestellen .					WAHR					6	1	1			
LK[V]MF[SO]Q	aux-syn	3	4	Werden die Leser Zeitschriften bestellen ?					WAHR					5	1	1			
MF[SO]VC[V]	aux-syn	3	4	Weil die Leser Zeitschriften bestellen werden .					WAHR					6	1	1			
VF[S]LK[V]MF[O]	aux-syn	2	4	Die Herren werden Bärte stutzen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-syn	4	1	Bärte werden die Herren stutzen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-syn	4	5	Deshalb werden die Herren Bärte stutzen .					WAHR					6	1	1			
LK[V]MF[SO]Q	aux-syn	3	4	Werden die Herren Bärte stutzen ?					WAHR					5	1	1			
MF[SO]VC[V]	aux-syn	3	4	Weil die Herren Bärte stutzen werden .					WAHR					6	1	1			
VF[S]LK[V]MF[O]	aux-syn	2	4	Die Mamas werden Kaffees schlürfen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-syn	4	1	Kaffees werden die Mamas schlürfen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-syn	4	5	Deshalb werden die Mamas Kaffees schlürfen .					WAHR					6	1	1			
LK[V]MF[SO]Q	aux-syn	3	4	Werden die Mamas Kaffees schlürfen ?					WAHR					5	1	1			
MF[SO]VC[V]	aux-syn	3	4	Weil die Mamas Kaffees schlürfen werden .					WAHR					6	1	1			
VF[S]LK[V]MF[O]	aux-syn	2	4	Die Schriftsteller werden Romane verfassen .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-syn	4	1	Romane werden die Schriftsteller verfassen .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-syn	4	5	Deshalb werden die Schriftsteller Romane verfassen .					WAHR					6	1	1			
LK[V]MF[SO]Q	aux-syn	3	4	Werden die Schriftsteller Romane verfassen ?					WAHR					5	1	1			
MF[SO]VC[V]	aux-syn	3	4	Weil die Schriftsteller Romane verfassen werden .					WAHR					6	1	1			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Politikerin wird eine Rede beendigen .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Eine Rede wird die Politikerin beendigen .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Politikerin eine Rede beendigen .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Politikerin eine Rede beendigen ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Politikerin eine Rede beendigen wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Abgeordnete wird ein Grundgehalt kriegen .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Ein Grundgehalt wird die Abgeordnete kriegen .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Abgeordnete ein Grundgehalt kriegen .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Abgeordnete ein Grundgehalt kriegen ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Abgeordnete ein Grundgehalt kriegen wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	4	Die Kleinbauern werden Bauzäune errichten .					WAHR					5	1	2			
VF[O]LK[V]MF[S]	aux-syn	4	1	Bauzäune werden die Kleinbauern errichten .					FALSCH					5	1	3			
LK[V]MF[SO]	aux-syn	4	5	Deshalb werden die Kleinbauern Bauzäune errichten .					WAHR					6	1	1			
LK[V]MF[SO]Q	aux-syn	3	4	Werden die Kleinbauern Bauzäune errichten ?					WAHR					5	1	1			
MF[SO]VC[V]	aux-syn	3	4	Weil die Kleinbauern Bauzäune errichten werden .					WAHR					6	1	1			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Sportlerin wird eine Tour erringen .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Eine Tour wird die Sportlerin erringen .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Sportlerin eine Tour erringen .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Sportlerin eine Tour erringen ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Sportlerin eine Tour erringen wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	aux-syn	2	5	Die Handwerkerin wird eine Bauausführung bestreiten .					WAHR					6	1	3			
VF[O]LK[V]MF[S]	aux-syn	5	2	Eine Bauausführung wird die Handwerkerin bestreiten .					FALSCH					6	1	3			
LK[V]MF[SO]	aux-syn	4	6	Deshalb wird die Handwerkerin eine Bauausführung bestreiten .					WAHR					7	1	2			
LK[V]MF[SO]Q	aux-syn	3	5	Wird die Handwerkerin eine Bauausführung bestreiten ?					WAHR					6	1	2			
MF[SO]VC[V]	aux-syn	3	5	Weil die Handwerkerin eine Bauausführung bestreiten wird .					WAHR					7	1	2			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie beginnen Angriffe .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Angriffe beginnen sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb beginnen sie Angriffe .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Beginnen sie Angriffe ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Angriffe beginnen .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie führt ein Doppelleben .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Ein Doppelleben führt sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb führt sie ein Doppelleben .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Führt sie ein Doppelleben ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie ein Doppelleben führt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie überspielt eine Aufnahme .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Eine Aufnahme überspielt sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb überspielt sie eine Aufnahme .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Überspielt sie eine Aufnahme ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie eine Aufnahme überspielt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie inszeniert eine Traumhochzeit .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Eine Traumhochzeit inszeniert sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb inszeniert sie eine Traumhochzeit .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Inszeniert sie eine Traumhochzeit ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie eine Traumhochzeit inszeniert .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie beschmeißen Kunstwerke .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Kunstwerke beschmeißen sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb beschmeißen sie Kunstwerke .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Beschmeißen sie Kunstwerke ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Kunstwerke beschmeißen .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie errät eine Lösung .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Eine Lösung errät sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb errät sie eine Lösung .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Errät sie eine Lösung ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie eine Lösung errät .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie bestellen Zeitschriften .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Zeitschriften bestellen sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb bestellen sie Zeitschriften .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Bestellen sie Zeitschriften ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Zeitschriften bestellen .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie stutzen Bärte .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Bärte stutzen sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb stutzen sie Bärte .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Stutzen sie Bärte ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Bärte stutzen .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie schlürfen Kaffees .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Kaffees schlürfen sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb schlürfen sie Kaffees .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Schlürfen sie Kaffees ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Kaffees schlürfen .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie verfassen Romane .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Romane verfassen sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb verfassen sie Romane .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Verfassen sie Romane ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Romane verfassen .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie beendigt eine Rede .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Eine Rede beendigt sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb beendigt sie eine Rede .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Beendigt sie eine Rede ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie eine Rede beendigt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie kriegt ein Grundgehalt .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Ein Grundgehalt kriegt sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb kriegt sie ein Grundgehalt .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Kriegt sie ein Grundgehalt ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie ein Grundgehalt kriegt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie errichten Bauzäune .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Bauzäune errichten sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb errichten sie Bauzäune .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Errichten sie Bauzäune ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Bauzäune errichten .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	spron-syn	1	4	Sie erringt eine Tour .					WAHR					4	0	3			
VF[O]LK[V]MF[S]	spron-syn	4	2	Eine Tour erringt sie .					FALSCH					4	0	2			
LK[V]MF[SO]	spron-syn	3	5	Deshalb erringt sie eine Tour .					WAHR					5	0	2			
LK[V]MF[SO]Q	spron-syn	2	4	Erringt sie eine Tour ?					WAHR					4	0	2			
MF[SO]VC[V]	spron-syn	2	4	Weil sie eine Tour erringt .					WAHR					5	0	2			
VF[S]LK[V]MF[O]	spron-syn	1	3	Sie bestreiten Bauausführungen .					WAHR					3	0	2			
VF[O]LK[V]MF[S]	spron-syn	3	1	Bauausführungen bestreiten sie .					FALSCH					3	0	2			
LK[V]MF[SO]	spron-syn	3	4	Deshalb bestreiten sie Bauausführungen .					WAHR					4	0	1			
LK[V]MF[SO]Q	spron-syn	2	3	Bestreiten sie Bauausführungen ?					WAHR					3	0	1			
MF[SO]VC[V]	spron-syn	2	3	Weil sie Bauausführungen bestreiten .					WAHR					4	0	1			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Generäle beginnen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie beginnen die Generäle .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb beginnen die Generäle sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb beginnen sie die Generäle .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Beginnen die Generäle sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Beginnen sie die Generäle ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Generäle sie beginnen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Generäle beginnen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Partnerin führt es .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Es führt die Partnerin .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb führt die Partnerin es .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb führt es die Partnerin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Führt die Partnerin es ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Führt es die Partnerin ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Partnerin es führt .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil es die Partnerin führt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Journalistin überspielt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie überspielt die Journalistin .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb überspielt die Journalistin sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb überspielt sie die Journalistin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Überspielt die Journalistin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Überspielt sie die Journalistin ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Journalistin sie überspielt .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Journalistin überspielt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Freundin inszeniert sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie inszeniert die Freundin .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb inszeniert die Freundin sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb inszeniert sie die Freundin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Inszeniert die Freundin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Inszeniert sie die Freundin ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Freundin sie inszeniert .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Freundin inszeniert .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Passantin beschmeißt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie beschmeißt die Passantin .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb beschmeißt die Passantin sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb beschmeißt sie die Passantin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Beschmeißt die Passantin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Beschmeißt sie die Passantin ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Passantin sie beschmeißt .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Passantin beschmeißt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Das Kind errät es .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Es errät das Kind .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb errät das Kind es .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb errät es das Kind .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Errät das Kind es ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Errät es das Kind ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil das Kind es errät .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil es das Kind errät .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Leser bestellen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie bestellen die Leser .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb bestellen die Leser sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb bestellen sie die Leser .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Bestellen die Leser sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Bestellen sie die Leser ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Leser sie bestellen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Leser bestellen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Herren stutzen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie stutzen die Herren .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb stutzen die Herren sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb stutzen sie die Herren .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Stutzen die Herren sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Stutzen sie die Herren ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Herren sie stutzen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Herren stutzen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Mamas schlürfen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie schlürfen die Mamas .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb schlürfen die Mamas sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb schlürfen sie die Mamas .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Schlürfen die Mamas sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Schlürfen sie die Mamas ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Mamas sie schlürfen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Mamas schlürfen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Schriftsteller verfassen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie verfassen die Schriftsteller .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb verfassen die Schriftsteller sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb verfassen sie die Schriftsteller .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Verfassen die Schriftsteller sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Verfassen sie die Schriftsteller ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Schriftsteller sie verfassen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Schriftsteller verfassen .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Politikerin beendigt sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie beendigt die Politikerin .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb beendigt die Politikerin sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb beendigt sie die Politikerin .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Beendigt die Politikerin sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Beendigt sie die Politikerin ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Politikerin sie beendigt .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Politikerin beendigt .					FALSCH					5	0	2			
VF[S]LK[V]MF[O]	opron-syn	2	4	Die Abgeordneten kriegen sie .					WAHR					4	0	2			
VF[O]LK[V]MF[S]	opron-syn	4	1	Sie kriegen die Abgeordneten .					FALSCH					4	0	3			
LK[V]MF[SO]	opron-syn	4	5	Deshalb kriegen die Abgeordneten sie .					WAHR					5	0	1			
LK[V]MF[OS]	opron-syn	5	3	Deshalb kriegen sie die Abgeordneten .					FALSCH					5	0	2			
LK[V]MF[SO]Q	opron-syn	3	4	Kriegen die Abgeordneten sie ?					WAHR					4	0	1			
LK[V]MF[OS]Q	opron-syn	4	2	Kriegen sie die Abgeordneten ?					FALSCH					4	0	2			
MF[SO]VC[V]	opron-syn	3	4	Weil die Abgeordneten sie kriegen .					WAHR					5	0	1			
MF[OS]VC[V]	opron-syn	4	2	Weil sie die Abgeordneten kriegen .					FALSCH					5	0	2			
